Yaw,Pitch,Roll,UncompAccX,UncompAccY,UncompAccZ,UncompGyroX,UncompGyroY,UncompGyroZ,Temperature,Pressure,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,QuatX,QuatY,QuatZ,QuatS,LinAccelX,LinAccelY,LinAccelZ,LinAccelN,LinAccelE,LinAccelD
+043.066,-002.988,+007.047,-00.4740,-01.1723,-09.6457,+00.021172,-00.010620,-00.017644,+024.38,+098.22,+0.346,+0.071,-0.051,-00.4740,-01.1723,-09.6457,+00.012332,-00.003318,-00.000863,+0.0666965,-0.00165771,+0.367707,+0.927545,+00.0246,+00.0381,+00.0531,-00.0056,+00.0376,+00.0585
+043.066,-002.989,+007.050,-00.5041,-01.2284,-09.6996,+00.010741,-00.006932,-00.015924,+024.38,+098.23,+0.346,+0.067,-0.048,-00.5041,-01.2284,-09.6996,+00.001901,+00.000370,+00.000857,+0.0667312,-0.00165809,+0.367711,+0.927541,+00.0067,-00.0279,+00.0068,+00.0242,-00.0165,+00.0037
+043.067,-002.989,+007.050,-00.5207,-01.1806,-09.6573,+00.013298,-00.008224,-00.014258,+024.38,+098.22,+0.345,+0.068,-0.050,-00.5207,-01.1806,-09.6573,+00.004458,-00.000922,+00.002523,+0.066726,-0.00165571,+0.367715,+0.92754,+00.0145,+00.0015,+00.0487,+00.0118,+00.0049,+00.0493
+043.066,-002.991,+007.052,-00.5378,-01.2050,-09.6831,+00.010083,-00.009277,-00.016885,+024.38,+098.23,+0.344,+0.069,-0.049,-00.5378,-01.2050,-09.6831,+00.001243,-00.001974,-00.000104,+0.0667533,-0.00166127,+0.367711,+0.92754,-00.0269,-00.0042,+00.0233,-00.0157,-00.0242,+00.0211
+043.066,-002.990,+007.052,-00.4922,-01.2026,-09.7184,+00.006965,-00.007033,-00.017113,+024.38,+098.23,+0.345,+0.070,-0.049,-00.4922,-01.2026,-09.7184,-00.001875,+00.000270,-00.000331,+0.0667447,-0.00165933,+0.367711,+0.92754,+00.0031,+00.0043,-00.0130,-00.0013,+00.0068,-00.0122
+043.065,-002.991,+007.052,-00.5012,-01.2005,-09.6493,+00.008065,-00.008854,-00.017592,+024.37,+098.23,+0.346,+0.070,-0.050,-00.5012,-01.2005,-09.6493,-00.000775,-00.001552,-00.000811,+0.0667459,-0.00166292,+0.367706,+0.927542,+00.0097,+00.0001,+00.0571,+00.0096,-00.0004,+00.0571
+043.066,-002.990,+007.052,-00.5143,-01.1863,-09.6735,+00.009548,-00.005439,-00.015577,+024.38,+098.23,+0.346,+0.068,-0.049,-00.5143,-01.1863,-09.6735,+00.000708,+00.001863,+00.001204,+0.0667451,-0.00165714,+0.367706,+0.927542,-00.0006,+00.0190,+00.0393,-00.0116,+00.0084,+00.0412
+043.066,-002.989,+007.050,-00.5045,-01.2198,-09.6814,+00.007042,-00.006836,-00.016143,+024.38,+098.22,+0.347,+0.068,-0.050,-00.5045,-01.2198,-09.6814,-00.001798,+00.000466,+00.000638,+0.066733,-0.00165776,+0.367709,+0.927542,+00.0063,-00.0193,+00.0250,+00.0189,-00.0128,+00.0228
+043.066,-002.989,+007.050,-00.5167,-01.1943,-09.7001,+00.009558,-00.006770,-00.015733,+024.38,+098.22,+0.347,+0.069,-0.051,-00.5167,-01.1943,-09.7001,+00.000718,+00.000532,+00.001048,+0.0667294,-0.00165641,+0.367713,+0.927541,+00.0079,+00.0080,+00.0151,+00.0010,+00.0093,+00.0164
+043.067,-002.988,+007.048,-00.4775,-01.2136,-09.7067,+00.003971,-00.005020,-00.016631,+024.37,+098.23,+0.347,+0.068,-0.049,-00.4775,-01.2136,-09.7067,-00.004869,+00.002283,+00.000150,+0.0667088,-0.00164882,+0.367715,+0.927542,+00.0329,-00.0135,-00.0002,+00.0332,+00.0127,-00.0002
+043.067,-002.987,+007.047,-00.4951,-01.1736,-09.7005,+00.007548,-00.006743,-00.016374,+024.36,+098.21,+0.346,+0.068,-0.051,-00.4951,-01.1736,-09.7005,-00.001292,+00.000560,+00.000407,+0.066699,-0.00164601,+0.367715,+0.927542,-00.0108,+00.0335,+00.0115,-00.0302,+00.0153,+00.0149
+043.067,-002.986,+007.046,-00.5206,-01.1990,-09.6657,+00.005259,-00.006525,-00.017312,+024.38,+098.23,+0.346,+0.069,-0.050,-00.5206,-01.1990,-09.6657,-00.003581,+00.000778,-00.000532,+0.0666841,-0.00164779,+0.367714,+0.927544,-00.0104,+00.0007,+00.0408,-00.0061,-00.0117,+00.0400
+043.067,-002.986,+007.045,-00.5065,-01.1995,-09.6736,+00.007202,-00.006864,-00.016532,+024.38,+098.23,+0.346,+0.069,-0.050,-00.5065,-01.1995,-09.6736,-00.001638,+00.000439,+00.000249,+0.0666756,-0.0016477,+0.367716,+0.927543,+00.0016,-00.0064,+00.0406,+00.0074,-00.0086,+00.0395
+043.067,-002.985,+007.044,-00.5241,-01.2032,-09.6645,+00.008057,-00.005497,-00.017391,+024.38,+098.22,+0.346,+0.070,-0.050,-00.5241,-01.2032,-09.6645,-00.000783,+00.001806,-00.000610,+0.0666649,-0.00164251,+0.367713,+0.927545,-00.0141,-00.0039,+00.0421,-00.0057,-00.0177,+00.0405
+043.066,-002.985,+007.043,-00.4797,-01.1920,-09.6495,+00.007922,-00.007130,-00.018480,+024.38,+098.23,+0.346,+0.070,-0.049,-00.4797,-01.1920,-09.6495,-00.000918,+00.000173,-00.001700,+0.0666611,-0.00164231,+0.367708,+0.927548,+00.0201,-00.0019,+00.0456,+00.0180,+00.0067,+00.0460
+043.065,-002.984,+007.043,-00.5006,-01.1987,-09.6693,+00.008459,-00.006729,-00.018252,+024.37,+098.22,+0.346,+0.069,-0.050,-00.5006,-01.1987,-09.6693,-00.000381,+00.000574,-00.001472,+0.0666551,-0.00163662,+0.367701,+0.927551,+00.0092,+00.0005,+00.0373,+00.0081,+00.0020,+00.0375
+043.065,-002.984,+007.043,-00.5067,-01.1845,-09.6382,+00.007663,-00.007706,-00.016994,+024.38,+098.22,+0.345,+0.070,-0.050,-00.5067,-01.1845,-09.6382,-00.001176,-00.000403,-00.000214,+0.0666529,-0.00163926,+0.367698,+0.927552,-00.0090,+00.0019,+00.0641,-00.0049,-00.0128,+00.0633
+043.065,-002.983,+007.042,-00.5279,-01.1905,-09.6916,+00.008379,-00.006695,-00.016890,+024.38,+098.23,+0.346,+0.069,-0.050,-00.5279,-01.1905,-09.6916,-00.000461,+00.000609,-00.000109,+0.066647,-0.00163325,+0.367696,+0.927553,-00.0182,+00.0086,+00.0151,-00.0185,-00.0081,+00.0151
+043.064,-002.982,+007.041,-00.5093,-01.1883,-09.6751,+00.005343,-00.005221,-00.018070,+024.38,+098.22,+0.346,+0.069,-0.049,-00.5093,-01.1883,-09.6751,-00.003497,+00.002082,-00.001289,+0.0666289,-0.00162916,+0.367693,+0.927556,+00.0249,+00.0076,+00.0502,+00.0152,+00.0162,+00.0520
+043.064,-002.983,+007.042,-00.4991,-01.2126,-09.6527,+00.013488,-00.009433,-00.016669,+024.37,+098.23,+0.345,+0.070,-0.050,-00.4991,-01.2126,-09.6527,+00.004648,-00.002130,+00.000112,+0.0666412,-0.00163047,+0.367691,+0.927556,+00.0105,-00.0136,+00.0540,+00.0194,-00.0094,+00.0524
+043.064,-002.983,+007.043,-00.5101,-01.2090,-09.6720,+00.009691,-00.007641,-00.016704,+024.38,+098.23,+0.346,+0.071,-0.050,-00.5101,-01.2090,-09.6720,+00.000851,-00.000337,+00.000077,+0.0666493,-0.00162914,+0.367691,+0.927555,-00.0246,-00.0042,+00.0253,-00.0139,-00.0230,+00.0232
+043.063,-002.983,+007.044,-00.4811,-01.1988,-09.7007,+00.010726,-00.007475,-00.017768,+024.36,+098.21,+0.347,+0.069,-0.049,-00.4811,-01.1988,-09.7007,+00.001886,-00.000172,-00.000988,+0.0666585,-0.00162664,+0.367686,+0.927557,+00.0286,+00.0005,+00.0060,+00.0207,+00.0191,+00.0075
+043.063,-002.983,+007.044,-00.5045,-01.2027,-09.6705,+00.009463,-00.007692,-00.016290,+024.37,+098.23,+0.346,+0.068,-0.051,-00.5045,-01.2027,-09.6705,+00.000623,-00.000388,+00.000491,+0.066661,-0.00162428,+0.367686,+0.927556,+00.0103,-00.0047,+00.0497,+00.0130,-00.0026,+00.0492
+043.064,-002.983,+007.045,-00.5161,-01.1910,-09.7004,+00.009278,-00.008054,-00.015875,+024.36,+098.23,+0.346,+0.069,-0.050,-00.5161,-01.1910,-09.7004,+00.000438,-00.000751,+00.000906,+0.0666663,-0.00162239,+0.367688,+0.927555,-00.0065,+00.0086,+00.0063,-00.0103,+00.0010,+00.0069
+043.063,-002.983,+007.045,-00.5359,-01.2082,-09.6573,+00.008288,-00.008293,-00.018035,+024.38,+098.23,+0.346,+0.070,-0.052,-00.5359,-01.2082,-09.6573,-00.000552,-00.000989,-00.001255,+0.0666642,-0.00162471,+0.367686,+0.927556,-00.0064,-00.0070,+00.0444,+00.0022,-00.0149,+00.0428
+043.063,-002.983,+007.044,-00.4793,-01.1885,-09.6751,+00.009853,-00.008225,-00.016793,+024.37,+098.22,+0.346,+0.069,-0.049,-00.4793,-01.1885,-09.6751,+00.001013,-00.000922,-00.000013,+0.0666629,-0.0016273,+0.367683,+0.927557,+00.0304,+00.0109,+00.0316,+00.0162,+00.0247,+00.0342
+043.063,-002.983,+007.045,-00.4816,-01.2062,-09.6877,+00.011922,-00.007828,-00.017333,+024.38,+098.23,+0.346,+0.069,-0.052,-00.4816,-01.2062,-09.6877,+00.003082,-00.000525,-00.000552,+0.0666709,-0.00162511,+0.36768,+0.927558,-00.0041,+00.0000,+00.0214,-00.0020,-00.0054,+00.0210
+043.063,-002.984,+007.047,-00.5170,-01.1927,-09.6601,+00.011221,-00.008584,-00.015699,+024.38,+098.23,+0.347,+0.068,-0.050,-00.5170,-01.1927,-09.6601,+00.002381,-00.001280,+00.001081,+0.0666895,-0.00162346,+0.367683,+0.927555,-00.0072,+00.0072,+00.0464,-00.0081,-00.0055,+00.0465
+043.063,-002.984,+007.048,-00.5364,-01.1986,-09.6949,+00.009941,-00.007920,-00.016837,+024.38,+098.22,+0.346,+0.070,-0.050,-00.5364,-01.1986,-09.6949,+00.001101,-00.000616,-00.000057,+0.0666963,-0.00162426,+0.367681,+0.927556,-00.0045,-00.0129,+00.0088,+00.0059,-00.0135,+00.0069
+043.062,-002.984,+007.049,-00.5114,-01.1877,-09.6899,+00.009058,-00.006411,-00.016862,+024.38,+098.21,+0.346,+0.068,-0.049,-00.5114,-01.1877,-09.6899,+00.000218,+00.000893,-00.000082,+0.0667017,-0.00162496,+0.367679,+0.927556,-00.0015,+00.0124,+00.0167,-00.0088,+00.0058,+00.0180
+043.062,-002.984,+007.048,-00.4931,-01.2030,-09.6637,+00.006404,-00.006648,-00.017628,+024.38,+098.21,+0.346,+0.069,-0.047,-00.4931,-01.2030,-09.6637,-00.002436,+00.000656,-00.000848,+0.0666961,-0.00162319,+0.367679,+0.927557,+00.0124,+00.0014,+00.0324,+00.0096,+00.0054,+00.0329
+043.062,-002.983,+007.046,-00.4966,-01.1965,-09.7085,+00.004737,-00.006125,-00.016465,+024.38,+098.23,+0.346,+0.069,-0.051,-00.4966,-01.1965,-09.7085,-00.004104,+00.001179,+00.000315,+0.0666752,-0.00162236,+0.367678,+0.927558,+00.0130,+00.0032,-00.0019,+00.0072,+00.0114,-00.0008
+043.063,-002.982,+007.045,-00.4911,-01.1993,-09.6879,+00.006549,-00.005200,-00.016775,+024.37,+098.21,+0.346,+0.071,-0.050,-00.4911,-01.1993,-09.6879,-00.002291,+00.002104,+00.000005,+0.0666629,-0.00161828,+0.367679,+0.927559,+00.0129,+00.0100,+00.0209,+00.0035,+00.0134,+00.0226
+043.063,-002.981,+007.044,-00.5114,-01.2031,-09.6881,+00.009061,-00.006163,-00.016608,+024.37,+098.23,+0.347,+0.069,-0.050,-00.5114,-01.2031,-09.6881,+00.000221,+00.001140,+00.000172,+0.0666575,-0.00161438,+0.367681,+0.927559,-00.0020,-00.0036,+00.0186,+00.0019,-00.0063,+00.0178
+043.063,-002.981,+007.044,-00.4963,-01.1763,-09.6837,+00.008852,-00.007754,-00.016201,+024.37,+098.23,+0.346,+0.070,-0.050,-00.4963,-01.1763,-09.6837,+00.000012,-00.000451,+00.000579,+0.0666581,-0.00161192,+0.36768,+0.927559,+00.0232,+00.0257,+00.0116,-00.0001,+00.0329,+00.0158
+043.063,-002.980,+007.045,-00.4936,-01.1943,-09.6757,+00.009224,-00.006467,-00.017119,+024.38,+098.23,+0.346,+0.067,-0.049,-00.4936,-01.1943,-09.6757,+00.000384,+00.000837,-00.000339,+0.0666562,-0.0016054,+0.367681,+0.927559,+00.0156,+00.0052,+00.0309,+00.0093,+00.0105,+00.0321
+043.063,-002.980,+007.044,-00.4725,-01.1879,-09.6743,+00.007716,-00.006629,-00.015478,+024.37,+098.21,+0.346,+0.067,-0.050,-00.4725,-01.1879,-09.6743,-00.001124,+00.000674,+00.001302,+0.0666516,-0.00160195,+0.367683,+0.927558,-00.0011,+00.0092,+00.0413,-00.0052,+00.0008,+00.0420
+043.064,-002.979,+007.043,-00.4866,-01.1907,-09.6774,+00.004151,-00.004292,-00.016449,+024.37,+098.21,+0.346,+0.070,-0.049,-00.4866,-01.1907,-09.6774,-00.004689,+00.003012,+00.000331,+0.0666348,-0.00159641,+0.367686,+0.927558,+00.0223,+00.0085,+00.0293,+00.0118,+00.0177,+00.0313
+043.063,-002.977,+007.040,-00.5273,-01.1954,-09.6790,+00.001512,-00.003738,-00.019734,+024.38,+098.22,+0.345,+0.067,-0.050,-00.5273,-01.1954,-09.6790,-00.007328,+00.003566,-00.002954,+0.0666036,-0.00159016,+0.367676,+0.927564,-00.0070,+00.0036,+00.0238,-00.0065,-00.0052,+00.0237
+043.062,-002.975,+007.036,-00.5437,-01.1874,-09.6874,+00.003399,-00.004051,-00.017059,+024.36,+098.23,+0.345,+0.068,-0.050,-00.5437,-01.1874,-09.6874,-00.005442,+00.003253,-00.000279,+0.0665687,-0.00158658,+0.367671,+0.927569,-00.0354,+00.0107,+00.0195,-00.0322,-00.0189,+00.0188
+043.062,-002.974,+007.034,-00.5092,-01.1920,-09.7195,+00.003987,-00.004813,-00.017624,+024.36,+098.23,+0.346,+0.068,-0.050,-00.5092,-01.1920,-09.7195,-00.004853,+00.002491,-00.000844,+0.0665472,-0.00158565,+0.367668,+0.927572,+00.0133,+00.0102,-00.0357,+00.0011,+00.0209,-00.0334
+043.061,-002.974,+007.034,-00.5003,-01.1925,-09.6946,+00.012618,-00.008902,-00.018112,+024.38,+098.23,+0.346,+0.069,-0.048,-00.5003,-01.1925,-09.6946,+00.003777,-00.001598,-00.001332,+0.0665486,-0.00158586,+0.367663,+0.927574,+00.0078,+00.0051,+00.0124,+00.0028,+00.0075,+00.0133
+043.060,-002.975,+007.036,-00.4731,-01.2069,-09.6375,+00.016011,-00.010425,-00.018678,+024.37,+098.23,+0.346,+0.069,-0.050,-00.4731,-01.2069,-09.6375,+00.007170,-00.003121,-00.001898,+0.066573,-0.00158765,+0.367655,+0.927575,+00.0082,-00.0138,+00.0687,+00.0186,-00.0129,+00.0668
+043.060,-002.976,+007.039,-00.5347,-01.1807,-09.6564,+00.011926,-00.009076,-00.017229,+024.38,+098.23,+0.346,+0.068,-0.050,-00.5347,-01.1807,-09.6564,+00.003085,-00.001772,-00.000449,+0.0666008,-0.00158888,+0.367652,+0.927574,-00.0262,+00.0179,+00.0505,-00.0290,-00.0113,+00.0508
+043.059,-002.976,+007.038,-00.5403,-01.1934,-09.6686,+00.003597,-00.004473,-00.017570,+024.36,+098.23,+0.347,+0.070,-0.050,-00.5403,-01.1934,-09.6686,-00.005243,+00.002830,-00.000790,+0.0665906,-0.00158832,+0.367651,+0.927575,+00.0061,+00.0003,+00.0478,+00.0064,-00.0016,+00.0477
+043.059,-002.972,+007.032,-00.5085,-01.1852,-09.6614,-00.003558,-00.000570,-00.017260,+024.38,+098.23,+0.346,+0.070,-0.051,-00.5085,-01.1852,-09.6614,-00.012399,+00.006734,-00.000480,+0.0665287,-0.001584,+0.367646,+0.927582,-00.0006,+00.0122,+00.0456,-00.0066,+00.0027,+00.0467
+043.058,-002.970,+007.027,-00.5241,-01.1956,-09.6607,-00.000970,-00.002223,-00.020224,+024.38,+098.21,+0.346,+0.068,-0.049,-00.5241,-01.1956,-09.6607,-00.009811,+00.005081,-00.003444,+0.0664799,-0.00158035,+0.367639,+0.927588,-00.0252,+00.0051,+00.0537,-00.0194,-00.0202,+00.0526
+043.057,-002.969,+007.024,-00.5133,-01.1774,-09.7237,+00.005236,-00.005326,-00.019287,+024.38,+098.23,+0.346,+0.068,-0.051,-00.5133,-01.1774,-09.7237,-00.003605,+00.001978,-00.002507,+0.0664494,-0.00157948,+0.367628,+0.927595,-00.0061,+00.0186,-00.0165,-00.0179,+00.0113,-00.0144
+043.056,-002.969,+007.024,-00.4753,-01.1885,-09.6561,+00.012972,-00.008641,-00.017906,+024.38,+098.24,+0.345,+0.069,-0.049,-00.4753,-01.1885,-09.6561,+00.004131,-00.001337,-00.001126,+0.0664575,-0.00158149,+0.367622,+0.927596,+00.0267,+00.0006,+00.0418,+00.0209,+00.0134,+00.0429
+043.056,-002.971,+007.029,-00.5453,-01.1794,-09.6731,+00.019798,-00.011062,-00.016247,+024.38,+098.23,+0.346,+0.069,-0.050,-00.5453,-01.1794,-09.6731,+00.010957,-00.003759,+00.000532,+0.0665029,-0.00157845,+0.367619,+0.927594,-00.0378,+00.0175,+00.0339,-00.0380,-00.0174,+00.0338
+043.056,-002.972,+007.034,-00.5416,-01.2005,-09.6759,+00.017924,-00.009709,-00.016599,+024.37,+098.22,+0.346,+0.070,-0.048,-00.5416,-01.2005,-09.6759,+00.009083,-00.002405,+00.000181,+0.0665427,-0.00157907,+0.36762,+0.927591,-00.0217,-00.0052,+00.0314,-00.0108,-00.0225,+00.0294
+043.056,-002.973,+007.035,-00.4931,-01.1952,-09.6676,+00.009933,-00.007214,-00.016622,+024.36,+098.23,+0.345,+0.070,-0.050,-00.4931,-01.1952,-09.6676,+00.001091,+00.000090,+00.000158,+0.0665562,-0.00158235,+0.367621,+0.92759,+00.0149,+00.0026,+00.0393,+00.0109,+00.0072,+00.0401
+043.056,-002.974,+007.035,-00.4813,-01.1806,-09.6864,+00.007930,-00.007577,-00.015660,+024.37,+098.22,+0.345,+0.069,-0.048,-00.4813,-01.1806,-09.6864,-00.000911,-00.000273,+00.001119,+0.0665564,-0.00158552,+0.367624,+0.927589,-00.0035,+00.0217,+00.0231,-00.0163,+00.0104,+00.0253
+043.057,-002.974,+007.035,-00.4977,-01.1829,-09.6487,+00.011386,-00.008082,-00.015341,+024.38,+098.23,+0.345,+0.069,-0.048,-00.4977,-01.1829,-09.6487,+00.002545,-00.000778,+00.001439,+0.0665598,-0.00158314,+0.36763,+0.927586,+00.0103,+00.0150,+00.0582,-00.0001,+00.0106,+00.0601
+043.057,-002.972,+007.032,-00.5279,-01.2233,-09.7312,-00.003696,-00.001854,-00.016449,+024.36,+098.23,+0.346,+0.068,-0.049,-00.5279,-01.2233,-09.7312,-00.012537,+00.005450,+00.000330,+0.066533,-0.00158184,+0.36763,+0.927588,-00.0185,-00.0221,-00.0052,+00.0013,-00.0279,-00.0088
+043.058,-002.971,+007.029,-00.4719,-01.1783,-09.6854,+00.014400,-00.008613,-00.016427,+024.38,+098.23,+0.347,+0.069,-0.050,-00.4719,-01.1783,-09.6854,+00.005558,-00.001309,+00.000353,+0.0665036,-0.00158258,+0.367634,+0.927588,+00.0358,+00.0186,+00.0217,+00.0144,+00.0351,+00.0256
+043.058,-002.974,+007.035,-00.5133,-01.2409,-09.7196,+00.020414,-00.013425,-00.015225,+024.36,+098.23,+0.346,+0.068,-0.048,-00.5133,-01.2409,-09.7196,+00.011572,-00.006121,+00.001555,+0.0665638,-0.00158844,+0.367636,+0.927583,-00.0111,-00.0357,-00.0168,+00.0155,-00.0312,-00.0216
+043.058,-002.975,+007.038,-00.4851,-01.1883,-09.6745,+00.012194,-00.006994,-00.015845,+024.37,+098.23,+0.344,+0.068,-0.050,-00.4851,-01.1883,-09.6745,+00.003352,+00.000310,+00.000935,+0.0665857,-0.00158887,+0.367641,+0.92758,+00.0232,+00.0100,+00.0323,+00.0116,+00.0190,+00.0345
+043.059,-002.976,+007.039,-00.5004,-01.2163,-09.6429,+00.008532,-00.008145,-00.015322,+024.38,+098.23,+0.346,+0.070,-0.050,-00.5004,-01.2163,-09.6429,-00.000310,-00.000842,+00.001458,+0.0665989,-0.00159053,+0.367644,+0.927578,-00.0027,-00.0018,+00.0673,+00.0023,-00.0115,+00.0664
+043.059,-002.975,+007.036,-00.5342,-01.2026,-09.7244,+00.000960,-00.004192,-00.016895,+024.36,+098.23,+0.347,+0.067,-0.048,-00.5342,-01.2026,-09.7244,-00.007881,+00.003112,-00.000115,+0.0665724,-0.00159218,+0.367648,+0.927578,-00.0259,-00.0045,-00.0175,-00.0167,-00.0187,-00.0193
+043.059,-002.975,+007.035,-00.4868,-01.1798,-09.6631,+00.007147,-00.007338,-00.016428,+024.38,+098.23,+0.347,+0.071,-0.049,-00.4868,-01.1798,-09.6631,-00.001694,-00.000034,+00.000352,+0.0665586,-0.00159251,+0.36765,+0.927578,+00.0484,+00.0243,+00.0441,+00.0208,+00.0451,+00.0492
+043.059,-002.975,+007.035,-00.4799,-01.2120,-09.6937,+00.010563,-00.008779,-00.016964,+024.36,+098.23,+0.346,+0.070,-0.049,-00.4799,-01.2120,-09.6937,+00.001721,-00.001475,-00.000184,+0.06656,-0.00159429,+0.367644,+0.92758,+00.0284,-00.0142,+00.0133,+00.0310,+00.0074,+00.0129
+043.058,-002.976,+007.037,-00.4857,-01.2071,-09.6773,+00.013911,-00.010519,-00.015902,+024.38,+098.21,+0.345,+0.070,-0.047,-00.4857,-01.2071,-09.6773,+00.005069,-00.003215,+00.000878,+0.0665825,-0.00159461,+0.367641,+0.92758,+00.0162,+00.0090,+00.0366,+00.0074,+00.0130,+00.0383
+043.058,-002.977,+007.040,-00.4991,-01.2090,-09.6920,+00.013969,-00.007580,-00.018193,+024.36,+098.23,+0.345,+0.068,-0.051,-00.4991,-01.2090,-09.6920,+00.005127,-00.000276,-00.001413,+0.0666095,-0.00159246,+0.367636,+0.92758,+00.0095,-00.0102,+00.0148,+00.0146,-00.0028,+00.0139
+043.058,-002.977,+007.041,-00.4963,-01.2049,-09.6848,+00.009053,-00.007546,-00.015996,+024.36,+098.23,+0.346,+0.072,-0.051,-00.4963,-01.2049,-09.6848,+00.000211,-00.000242,+00.000783,+0.0666177,-0.00159144,+0.367636,+0.927579,+00.0114,-00.0098,+00.0364,+00.0167,-00.0039,+00.0355
+043.058,-002.976,+007.041,-00.5201,-01.1934,-09.6896,+00.009402,-00.005820,-00.015983,+024.37,+098.23,+0.346,+0.070,-0.049,-00.5201,-01.1934,-09.6896,+00.000560,+00.001483,+00.000797,+0.0666147,-0.00158667,+0.367638,+0.927579,-00.0116,+00.0055,+00.0171,-00.0114,-00.0061,+00.0171
+043.058,-002.976,+007.040,-00.5316,-01.1959,-09.7041,+00.005498,-00.006183,-00.017215,+024.38,+098.21,+0.346,+0.069,-0.051,-00.5316,-01.1959,-09.7041,-00.003343,+00.001120,-00.000436,+0.0666059,-0.00158508,+0.367637,+0.92758,-00.0169,+00.0033,-00.0005,-00.0146,-00.0091,-00.0009
+043.057,-002.975,+007.038,-00.5001,-01.1762,-09.7017,+00.006046,-00.005382,-00.018333,+024.36,+098.23,+0.346,+0.068,-0.048,-00.5001,-01.1762,-09.7017,-00.002795,+00.001922,-00.001554,+0.066584,-0.00158365,+0.367635,+0.927582,+00.0082,+00.0222,+00.0051,-00.0089,+00.0209,+00.0082
+043.057,-002.975,+007.037,-00.4965,-01.1926,-09.6621,+00.007681,-00.006986,-00.017818,+024.37,+098.23,+0.346,+0.069,-0.049,-00.4965,-01.1926,-09.6621,-00.001160,+00.000318,-00.001038,+0.0665784,-0.00158549,+0.367633,+0.927584,-00.0222,+00.0130,+00.0320,-00.0236,-00.0097,+00.0322
+043.057,-002.975,+007.037,-00.5234,-01.1781,-09.7040,+00.009695,-00.008058,-00.017042,+024.37,+098.23,+0.345,+0.068,-0.051,-00.5234,-01.1781,-09.7040,+00.000854,-00.000754,-00.000262,+0.0665817,-0.0015879,+0.36763,+0.927585,-00.0151,+00.0202,+00.0029,-00.0246,+00.0039,+00.0046
+043.057,-002.975,+007.039,-00.5144,-01.1920,-09.6809,+00.011393,-00.007884,-00.017737,+024.36,+098.23,+0.347,+0.069,-0.052,-00.5144,-01.1920,-09.6809,+00.002552,-00.000580,-00.000958,+0.0665916,-0.00158605,+0.367629,+0.927584,+00.0222,+00.0086,+00.0241,+00.0114,+00.0184,+00.0261
+043.056,-002.975,+007.039,-00.5110,-01.1905,-09.6591,+00.008692,-00.006890,-00.016215,+024.38,+098.23,+0.347,+0.070,-0.048,-00.5110,-01.1905,-09.6591,-00.000149,+00.000414,+00.000565,+0.0665936,-0.00158573,+0.367626,+0.927585,-00.0027,+00.0081,+00.0477,-00.0053,-00.0020,+00.0481
+043.056,-002.975,+007.038,-00.5145,-01.2164,-09.6652,+00.006925,-00.006547,-00.016760,+024.38,+098.23,+0.346,+0.069,-0.050,-00.5145,-01.2164,-09.6652,-00.001917,+00.000757,+00.000019,+0.0665876,-0.00158477,+0.367624,+0.927587,-00.0157,-00.0071,+00.0553,-00.0041,-00.0227,+00.0531
+043.056,-002.974,+007.036,-00.4969,-01.1839,-09.6975,+00.005514,-00.005288,-00.017358,+024.37,+098.22,+0.347,+0.069,-0.048,-00.4969,-01.1839,-09.6975,-00.003327,+00.002016,-00.000578,+0.0665711,-0.0015851,+0.367623,+0.927588,+00.0112,+00.0143,+00.0094,-00.0011,+00.0168,+00.0116
+043.056,-002.974,+007.036,-00.5381,-01.1782,-09.7025,+00.008305,-00.006236,-00.017150,+024.36,+098.23,+0.346,+0.070,-0.048,-00.5381,-01.1782,-09.7025,-00.000537,+00.001068,-00.000371,+0.0665645,-0.0015867,+0.367621,+0.927589,-00.0327,+00.0196,+00.0158,-00.0365,-00.0101,+00.0164
+043.056,-002.974,+007.036,-00.5018,-01.2008,-09.6512,+00.010603,-00.007644,-00.016198,+024.38,+098.22,+0.346,+0.071,-0.051,-00.5018,-01.2008,-09.6512,+00.001762,-00.000340,+00.000581,+0.0665705,-0.00158762,+0.367621,+0.927589,+00.0064,-00.0027,+00.0557,+00.0091,-00.0045,+00.0552
+043.056,-002.975,+007.038,-00.5050,-01.1851,-09.6612,+00.011093,-00.008663,-00.016733,+024.36,+098.24,+0.347,+0.069,-0.048,-00.5050,-01.1851,-09.6612,+00.002252,-00.001359,+00.000046,+0.0665832,-0.0015907,+0.367619,+0.927589,+00.0155,+00.0058,+00.0358,+00.0090,+00.0103,+00.0370
+043.056,-002.975,+007.038,-00.4917,-01.2313,-09.6521,+00.009332,-00.007132,-00.017065,+024.36,+098.23,+0.346,+0.071,-0.050,-00.4917,-01.2313,-09.6521,+00.000490,+00.000172,-00.000285,+0.0665857,-0.00158886,+0.367619,+0.927588,+00.0166,-00.0329,+00.0547,+00.0371,-00.0192,+00.0511
+043.055,-002.975,+007.037,-00.5034,-01.2077,-09.6708,+00.005375,-00.006809,-00.018119,+024.36,+098.23,+0.347,+0.069,-0.051,-00.5034,-01.2077,-09.6708,-00.003466,+00.000495,-00.001340,+0.0665773,-0.00158681,+0.367615,+0.927591,-00.0143,-00.0086,+00.0310,-00.0031,-00.0198,+00.0289
